SampleID,SampleIDR,SampleType,SampleNeg,SampleOrNeg,SampleType2,SwabType,ExtractionDate,ExtractionStaff,ExtractionKit,DNAConc (ng/ul),ElutionVolume (uL),Notes,DNA.Plate,Well,SequencingRun,TidalZone,SubstrateDepth,Host,Radiusmm,Project,SiteType,LocationType,SiteID,Site,Date,Year,Month,YearMonth,Day,DayOfYear,WastingScore,WastingCategory,DermisType,SSWD,Sterivex,PCRcycles,LifeStage,Sequenced?,ReadCount,Season,Disease_Status_Star,DermisType2
CMIC629,CMIC629,Seawater,Sample,Sample,SeawaterSample,NA,2023-05-24,Carolyn Prentice,ZymoBIOMICS DNA Miniprep,,100,,Plate 13,11B,smic_run4,intertidal,0,Seawater,NA,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2022-05-17,2022,5,2022_5,17,137,NA,NA,NA,NA,CMIC629,30,NA,Yes,#N/A,Spring,,NA_
CMIC639,CMIC639,Seawater,Sample,Sample,SeawaterSample,NA,2023-05-24,Carolyn Prentice,ZymoBIOMICS DNA Miniprep,,100,,Plate 13,12B,smic_run4,intertidal,0,Seawater,NA,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2022-06-13,2022,6,2022_6,13,164,NA,NA,NA,NA,CMIC639,30,NA,Yes,#N/A,Summer,,NA_
CMIC772,CMIC772,Seawater,Sample,Sample,SeawaterSample,NA,2023-05-24,Carolyn Prentice,ZymoBIOMICS DNA Miniprep,,100,,Plate 13,1C,smic_run4,intertidal,0,Seawater,NA,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2022-06-15,2022,6,2022_6,15,166,NA,NA,NA,NA,CMIC772,30,NA,Yes,#N/A,Summer,,NA_
CMIC786,CMIC786,Seawater,Sample,Sample,SeawaterSample,NA,2023-05-24,Carolyn Prentice,ZymoBIOMICS DNA Miniprep,,100,,Plate 13,2C,smic_run4,intertidal,0,Seawater,NA,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2022-09-09,2022,9,2022_9,9,252,NA,NA,NA,NA,CMIC786,30,NA,Yes,#N/A,Fall,,NA_
CMIC787,CMIC787,Seawater,Sample,Sample,SeawaterSample,NA,2023-05-24,Carolyn Prentice,ZymoBIOMICS DNA Miniprep,,100,,Plate 13,3C,smic_run4,intertidal,0,Seawater,NA,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2022-09-10,2022,9,2022_9,10,253,NA,NA,NA,NA,CMIC787,30,NA,Yes,#N/A,Fall,,NA_
CMIC805,CMIC805,Seawater,Sample,Sample,SeawaterSample,NA,2023-05-24,Carolyn Prentice,ZymoBIOMICS DNA Miniprep,,100,,Plate 13,4C,smic_run4,intertidal,0,Seawater,NA,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2022-11-27,2022,11,2022_11,27,331,NA,NA,NA,NA,CMIC805,30,NA,Yes,#N/A,Fall,,NA_
SSWD_H2O_EN5,SSWDN089,Seawater,Negative,ExtNeg,SeawaterExtNeg,NA,2023-05-24,Carolyn Prentice,ZymoBIOMICS DNA Miniprep,,100,,Plate 13,5C,smic_run4,#N/A,0,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,SSWDN089,30,NA,No,#N/A,#N/A,#N/A,#N/A
SSWDN090,SSWDN090,Seawater,Negative,PCRNeg,SeawaterPCRNeg,NA,NA,Carolyn Prentice,ZymoBIOMICS DNA Miniprep,,NA,,Plate 13,6C,smic_run4,#N/A,0,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,SSWDN090,30,NA,Yes,#N/A,#N/A,#N/A,#N/A
SMIC1050,SMIC1050,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,1A,smic_run4,subtidal,rock,Evasterias troschelii,105,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,3,Severe,H,SSWD0921,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,H_diseased
SMIC1051,SMIC1051,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,1B,smic_run4,subtidal,rock,Evasterias troschelii,105,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,3,Severe,L,SSWD0921,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,L_diseased
SMIC1052,SMIC1052,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,1C,smic_run4,subtidal,rock,Evasterias troschelii,114,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,1,Mild,H,SSWD0922,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,H_diseased
SMIC1053,SMIC1053,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,1D,smic_run4,subtidal,rock,Evasterias troschelii,114,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,1,Mild,L,SSWD0922,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,L_diseased
SMIC1054,SMIC1054,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,1E,smic_run4,subtidal,rock,Evasterias troschelii,94,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,3,Severe,H,SSWD0923,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,H_diseased
SMIC1055,SMIC1055,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,1F,smic_run4,subtidal,rock,Evasterias troschelii,94,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,3,Severe,L,SSWD0923,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,L_diseased
SMIC1056,SMIC1056,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,1G,smic_run4,subtidal,rock,Evasterias troschelii,90,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,3,Severe,H,SSWD0924,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,H_diseased
SMIC1057,SMIC1057,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,1H,smic_run4,subtidal,rock,Evasterias troschelii,90,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,3,Severe,L,SSWD0924,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,L_diseased
SMIC1058,SMIC1058,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,2A,smic_run4,subtidal,rock,Evasterias troschelii,60,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,2,Mild,H,SSWD0925,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,H_diseased
SMIC1059,SMIC1059,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,2B,smic_run4,subtidal,rock,Evasterias troschelii,60,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,2,Mild,L,SSWD0925,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,L_diseased
SMIC1060,SMIC1060,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,2C,smic_run4,subtidal,rock,Evasterias troschelii,93,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,1,Mild,H,SSWD0926,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,H_diseased
SSWDN077,SSWDN077,Swab,Negative,ExtNeg,SwabExtNeg,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,2D,smic_run4,#N/A,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,#N/A,#N/A,#N/A,#N/A
SMIC1061,SMIC1061,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,2E,smic_run4,subtidal,rock,Evasterias troschelii,93,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,1,Mild,L,SSWD0926,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,L_diseased
SMIC1062,SMIC1062,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,2F,smic_run4,subtidal,rock,Evasterias troschelii,95,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,3,Severe,H,SSWD0927,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,H_diseased
SMIC1063,SMIC1063,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,2G,smic_run4,subtidal,rock,Evasterias troschelii,95,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,3,Severe,L,SSWD0927,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,L_diseased
SMIC1064,SMIC1064,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,2H,smic_run4,subtidal,rock,Evasterias troschelii,205,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,2,Mild,H,SSWD0928,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,H_diseased
SMIC1065,SMIC1065,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,3A,smic_run4,subtidal,rock,Evasterias troschelii,205,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,2,Mild,L,SSWD0928,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,L_diseased
SMIC1066,SMIC1066,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,3B,smic_run4,subtidal,rock,Evasterias troschelii,75,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,2,Mild,H,SSWD0929,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,H_diseased
SMIC1067,SMIC1067,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,3C,smic_run4,subtidal,rock,Evasterias troschelii,75,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,2,Mild,L,SSWD0929,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,L_diseased
SMIC1068,SMIC1068,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,3D,smic_run4,subtidal,rock,Evasterias troschelii,55,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,1,Mild,H,SSWD0930,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,H_diseased
SMIC1069,SMIC1069,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,3E,smic_run4,subtidal,rock,Evasterias troschelii,55,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,1,Mild,L,SSWD0930,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,L_diseased
SMIC1070,SMIC1070,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,3F,smic_run4,subtidal,rock,Evasterias troschelii,84,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,3,Severe,H,SSWD0931,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,H_diseased
SMIC1071,SMIC1071,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,3G,smic_run4,subtidal,rock,Evasterias troschelii,84,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-08-31,2021,8,2021_8,31,243,3,Severe,L,SSWD0931,CMIC608,30,Adult,Yes,#N/A,Summer,diseased,L_diseased
SMIC1101,SMIC1101,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,3H,smic_run4,subtidal,silt,Apostichopus californicus,238,rockyshore,Calvert,OuterIslands,SHORE17,kwakume5041,2021-10-12,2021,10,2021_10,12,285,0,Healthy,H,SSWD0958,CMIC611,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SSWDN078,SSWDN078,Swab,Negative,ExtNeg,SwabExtNeg,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,4A,smic_run4,#N/A,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,#N/A,#N/A,#N/A,#N/A
SMIC1102,SMIC1102,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,4B,smic_run4,subtidal,silt,Apostichopus californicus,358,rockyshore,Calvert,OuterIslands,SHORE17,kwakume5041,2021-10-12,2021,10,2021_10,12,285,0,Healthy,H,SSWD0959,CMIC611,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1103,SMIC1103,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,4C,smic_run4,subtidal,silt,Apostichopus californicus,213,rockyshore,Calvert,OuterIslands,SHORE17,kwakume5041,2021-10-12,2021,10,2021_10,12,285,0,Healthy,H,SSWD0960,CMIC611,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1104,SMIC1104,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,4D,smic_run4,subtidal,silt,Apostichopus californicus,367,rockyshore,Calvert,OuterIslands,SHORE17,kwakume5041,2021-10-12,2021,10,2021_10,12,285,0,Healthy,H,SSWD0961,CMIC611,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1105,SMIC1105,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,4E,smic_run4,subtidal,silt,Apostichopus californicus,319,rockyshore,Calvert,OuterIslands,SHORE17,kwakume5041,2021-10-12,2021,10,2021_10,12,285,0,Healthy,H,SSWD0962,CMIC611,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1171,SMIC1171,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,4F,smic_run4,intertidal,rock,Pisaster ochraceus,70,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1025,CMIC618,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1172,SMIC1172,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,4G,smic_run4,intertidal,rock,Pisaster ochraceus,80,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,1,Mild,H,SSWD1026,CMIC618,30,Adult,Yes,#N/A,Fall,diseased,H_diseased
SMIC1170,SMIC1170,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,4H,smic_run4,intertidal,rock,Pisaster ochraceus,80,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,1,Mild,L,SSWD1026,CMIC618,30,Adult,Yes,#N/A,Fall,diseased,L_diseased
SMIC1173,SMIC1173,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,5A,smic_run4,intertidal,rock,Pisaster ochraceus,60,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1027,CMIC618,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1174,SMIC1174,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,5B,smic_run4,intertidal,rock,Pisaster ochraceus,60,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1028,CMIC618,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1175,SMIC1175,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,5C,smic_run4,intertidal,rock,Pisaster ochraceus,90,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1029,CMIC618,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1176,SMIC1176,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,5D,smic_run4,intertidal,rock,Pisaster ochraceus,60,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1030,CMIC618,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1177,SMIC1177,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,5E,smic_run4,intertidal,rock,Pisaster ochraceus,60,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1031,CMIC618,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1178,SMIC1178,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,5F,smic_run4,intertidal,rock,Pisaster ochraceus,30,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1032,CMIC618,30,Juvenile,Yes,#N/A,Fall,healthy,H_healthy
SMIC1179,SMIC1179,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,5G,smic_run4,intertidal,rock,Dermasterias imbricata,80,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1033,CMIC618,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1180,SMIC1180,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,5H,smic_run4,intertidal,rock,Pisaster ochraceus,70,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1034,CMIC618,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1181,SMIC1181,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,6A,smic_run4,intertidal,rock,Pisaster ochraceus,70,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1035,CMIC618,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1182,SMIC1182,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,6B,smic_run4,intertidal,rock,Pisaster ochraceus,100,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,1,Mild,H,SSWD1036,CMIC618,30,Adult,Yes,#N/A,Fall,diseased,H_diseased
SMIC1183,SMIC1183,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,6C,smic_run4,intertidal,rock,Pisaster ochraceus,100,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,1,Mild,L,SSWD1036,CMIC618,30,Adult,Yes,#N/A,Fall,diseased,L_diseased
SMIC1184,SMIC1184,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,6D,smic_run4,intertidal,rock,Pisaster ochraceus,80,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1037,CMIC618,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1185,SMIC1185,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,6E,smic_run4,intertidal,rock,Pisaster ochraceus,30,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,1,Mild,H,SSWD1038,CMIC618,30,Juvenile,Yes,#N/A,Fall,diseased,H_diseased
SMIC1186,SMIC1186,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,6F,smic_run4,intertidal,rock,Pisaster ochraceus,30,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,1,Mild,L,SSWD1038,CMIC618,30,Juvenile,Yes,#N/A,Fall,diseased,L_diseased
SSWDN079,SSWDN079,Swab,Negative,ExtNeg,SwabExtNeg,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,6G,smic_run4,#N/A,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,#N/A,#N/A,#N/A,#N/A
SMIC1187,SMIC1187,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,6H,smic_run4,intertidal,rock,Dermasterias imbricata,40,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1039,CMIC618,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1188,SMIC1188,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,7A,smic_run4,intertidal,rock,Dermasterias imbricata,60,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1040,CMIC618,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1189,SMIC1189,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,7B,smic_run4,intertidal,rock,Pisaster ochraceus,70,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,1,Mild,H,SSWD1041,CMIC618,30,Adult,Yes,#N/A,Fall,diseased,H_diseased
SMIC1190,SMIC1190,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,7C,smic_run4,intertidal,rock,Pisaster ochraceus,70,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,1,Mild,L,SSWD1041,CMIC618,30,Adult,Yes,#N/A,Fall,diseased,L_diseased
SMIC1191,SMIC1191,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,7D,smic_run4,intertidal,rock,Dermasterias imbricata,50,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1042,CMIC618,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
SMIC1192,SMIC1192,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,7E,smic_run4,intertidal,rock,Pisaster ochraceus,90,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,1,Mild,H,SSWD1043,CMIC618,30,Adult,Yes,#N/A,Fall,diseased,H_diseased
SMIC1193,SMIC1193,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,7F,smic_run4,intertidal,rock,Pisaster ochraceus,90,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,1,Mild,L,SSWD1043,CMIC618,30,Adult,Yes,#N/A,Fall,diseased,L_diseased
SMIC1194,SMIC1194,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,7G,smic_run4,intertidal,rock,Pisaster ochraceus,40,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,1,Mild,H,SSWD1044,CMIC618,30,Adult,Yes,#N/A,Fall,diseased,H_diseased
SMIC1195,SMIC1195,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,7H,smic_run4,intertidal,rock,Pisaster ochraceus,40,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,1,Mild,L,SSWD1044,CMIC618,30,Adult,Yes,#N/A,Fall,diseased,L_diseased
SMIC1196,SMIC1196,Swab,Sample,Sample,SwabSample,Cotton,2023-05-18,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 14,8A,smic_run4,intertidal,rock,Dermasterias imbricata,50,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-11-05,2021,11,2021_11,5,309,0,Healthy,H,SSWD1045,CMIC618,30,Adult,Yes,#N/A,Fall,healthy,H_healthy
